name,author,Avg,Num
寻羊冒险记,[日] 村上春树,8.242009336829314,31274
1Q84 BOOK2〈7月～9月〉前編,村上春樹,8.4,48
1Q84 Book 2,村上春樹,8.4,648
红字,霍桑,7.8781503990627515,13657
牛虻,伏尼契(爱尔兰),8.2,15108
鳄鱼怕怕牙医怕怕,五味太郎,8.8,2522
保守的人,[南非] 纳丁·戈迪默,8.0,59
母与子,(爱尔兰)科尔姆·托宾,8.4,858
大师,[爱尔兰] 科尔姆·托宾,8.7,731
黑水灯塔船,(爱尔兰)科尔姆·托宾,7.7,354
诺拉·韦伯斯特,[爱尔兰] 科尔姆·托宾,8.6,195
雨后,[爱尔兰] 威廉·特雷弗,8.4,772
走在蓝色的田野上,[爱尔兰]克莱尔·吉根,8.3,1583
布鲁克林,[爱尔兰] 科尔姆·托宾,7.9,917
黑河钓事,(爱尔兰)科伦·麦凯恩,8.0,325
父亲的眼泪,(美)约翰·厄普代克,8.1,576
The Empty Family,Colm Tóibín,8.956716417910448,67
Nine Stories,J. D. Salinger,9.1,358
Death of a Salesman,Arthur Miller,8.864599483204135,774
Out of Control,Kevin Kelly,9.012903225806452,310
The Selfish Gene,Richard Dawkins,9.1,737
冰与火之歌,[美] 乔治·R. R. 马丁,9.368160657376743,64012
On Writing Well,William Zinsser,9.1,1236
"Surely You&#39;re Joking, Mr. Feynman!",Richard P. Feynman,9.2,627
牧齋有學集,（清）钱谦益 著 钱仲联 校,9.5,19
梅堯臣集編年校注,梅尧臣,9.0,22
阮籍集校注,[三国魏]阮籍  撰,8.99718309859155,284
现代中国文学史,钱基博,8.498795180722892,83
二晏詞箋注,[宋]晏殊 晏几道,9.3,83
山谷诗集注,[宋] 黄庭坚,9.4,98
Blue Nights,Joan Didion,7.7,61
Where Reasons End,Yiyun Li,9.0,96
Here is New York,E.B. White,9.1,603
A Tale for the Time Being,Ruth Ozeki,8.0,84
Extremely Loud &amp; Incredibly Close,Jonathan Safran Foer,8.8,247
奇想之年,[美] 琼·狄迪恩,8.278073089700998,903
充满奇想的一年,琼·狄迪恩,7.4,465
逃出14號勞改營,Blaine Harden,8.1,150
最純潔的種族,麥爾斯,7.9,91
朝鮮是個謎,江迅,7.6,16
Pyongyang,Guy Delisle,8.6,1549
古拉格：一部历史,(美)安妮·阿普尔鲍姆,9.2,2155
沒有您，就沒有我們,[美]金淑姬（Suki Kim）,7.1,196
The Aquariums of Pyongyang,Chol-hwan Kang,8.3,36
海伯利安的陨落,丹·西蒙斯,8.9,4137
苍穹微石,（美）艾萨克·阿西莫夫,7.9,1012
基地前传1·基地前奏,[美]艾萨克·阿西莫夫,8.9,3254
天象仪,娜塔莉·萨洛特,7.1,55
V.,[美国] 托马斯·品钦,8.365736040609137,394
路的尽头,[美国]约翰·巴思,7.6,68
大酒店,[法国] 克洛德·西蒙,8.1,45
天秤星座,[美] 唐·德里罗,7.4,62
刽子手之歌,[美]诺曼·梅勒,8.158620689655171,116
如此运动生涯,戴维﹒斯托里,6.8,23
从月亮来的男孩,[英]安德鲁·米勒,7.7,436
小豆豆和小豆豆们,[日]黑柳彻子,8.448484848484847,396
朝圣,[巴西] 保罗·柯艾略,7.0,63
城市经济,(加) 简·雅各布斯,8.3,50
极简德国史,[日]阿部谨也,7.8,67
焚曲,苔丝•格里森,7.0,323
澳大利亚土著艺术,［澳］ 霍华德·墨菲,9.5,20
鲁本斯,[英] 克里斯廷·洛泽·贝尔金,8.6,44
草原王權的誕生,林俊雄,8.3,41
郭店楚简先秦儒书宏微观,顾史考,7.6,18
秘鲁传说,[秘] 里卡多·帕尔马,8.6,36
新艺术运动,[英] 斯蒂芬·埃斯克里特,9.3,88
假如给我三天光明,[美] 海伦•凯勒,8.085781073674028,18609
美洲豹阳光下,[意] 伊塔洛·卡尔维诺,8.2,851
寒冬夜行人,[意]依塔洛.卡尔维诺著,8.8,861
飛鳥的玻璃鞋,島田莊司,6.1,48
寢台特急1/60秒障礙,島田莊司,7.4,246
羽衣传说的记忆,[日] 岛田庄司,6.7,1048
冰与火之歌·卷四·群鸦的盛宴,（美）乔治·R·R·马丁,9.252788906009243,16225
冰与火之歌·卷五·魔龙的狂舞,(美)乔治·R. R. 马丁,9.388897988897988,10989
热夜之梦,（美）乔治·R·R·马丁,8.7,4049
冰与火之歌：七王国的骑士,(美)乔治·R. R. 马丁,8.7,2395
刺客正传Ⅰ·刺客学徒,[美] 罗苹·荷布,8.3,1008
好兆头,尼尔·盖曼,8.620681114551083,4845
冰与火之歌·卷一·权力的游戏,[美]乔治·R.R.马丁,9.4,7049
A Game of Thrones,George R.R. Martin,9.488425738567383,2471
时间的玫瑰,北岛,8.627197278911567,7350
结局或开始,北岛,8.9,1473
青燈,北島,8.501986754966888,453
古老的敵意,北島,8.1,215
午夜之門,北島,8.7,283
春天责备,周云蓬,8.3,9124
藍房子,北島,8.6,284
智利之夜,[智利] 罗贝托·波拉尼奥,8.5,1868
美洲纳粹文学,[智利] 罗贝托·波拉尼奥,8.1,1483
未知大学,[智利] 罗贝托·波拉尼奥,8.7,1010
2666,[智利] 罗贝托·波拉尼奥,8.7,3632
白石上的黑石,[秘鲁] 塞萨尔·巴列霍,8.7,236
33场革命,[古]卡内克·桑切斯·格瓦拉,8.0,147
三剑客,（法）大仲马,8.584383561643836,2555
普希金诗选,普希金,8.344258872651356,1916
我爱问连岳,连岳,8.1,12270
18岁给我一个姑娘,冯唐,7.6,8786
过得去,杨葵,7.7,1741
北京，北京,冯唐,7.43510057961132,17598
水族館の殺人,青崎有吾,8.0,454
アルファベット・パズラーズ ,大山 誠一郎,9.4,238
図書館の殺人,青崎 有吾,8.4,419
神様ゲーム,麻耶 雄嵩,8.3,851
塔の断章,乾くるみ,7.754658385093168,322
琅邪の鬼,丸山天寿,8.0,133
折れた竜骨,米澤穂信,8.6,133
密室收藏家,[日] 大山诚一郎,7.867153284671532,2466
沒有色彩的多崎作和他的巡禮之年,村上春樹,8.286226282501758,2846
サラダ好きのライオン,村上春樹,9.2,10
地心游记,（法）凡尔纳（Verne，J.）,8.28221320973349,6904
白鲸,麦尔维尔,8.147841726618704,4170
气球上的五星期,儒勒・凡尔纳,8.5,927
20000 Leagues Under the Sea,Jules Verne,8.5,79
三个女人,(美)格特鲁德·斯泰因,7.08,60
死亡的时代,【法】加斯卡尔,7.2,17
黑夜的终止,(法)弗朗索瓦·莫里亚克,7.1,51
谢里宝贝,(法)科莱特,7.4,103
照相机,〔比利时〕让-菲利普·图森 Jean-Philippe Toussaint,7.8,94
凶鸟·忌讳之物,[日]三津田信三,7.3,1118
水魑·沉没之物,(日)三津田信三,7.4,594
密室·自闭之物,[日]三津田信三,7.1,555
活尸之死,[日] 山口雅也,7.4,1390
百蛇堂,三津田信三,7.9,102
做出好决定,[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins）,8.1,740
直觉思维,[德] 格尔德·吉仁泽,7.2,56
实用性阅读指南,[日] 大岩俊之,7.6,1474
如何戒掉坏习惯,[日] 古川武士,7.3,594
崩溃,[美] 克里斯·克利尔菲尔德,8.1,274
深度工作,[美] 卡尔·纽波特,7.7,7055
做事的常识,[日] 小仓广,7.065258215962441,1278
职场书面沟通完全指南,[日] 吉泽准特,6.7,62
书面沟通的艺术,[日] 天野畅子,7.0,41
麦肯锡教我的写作武器,[日]高杉尚孝,7.6,1982
不速之客：藏在家里的自然史,[英]理查德•琼斯,8.3,42
怎样观察一棵树,[美] 南茜·罗斯·胡格（Nancy Ross Hugo）,9.0,561
永山裕子的水彩心得,[日] 永山裕子,9.1,48
柬埔寨史,[美] 大卫·钱德勒,7.6,74
斯大林和印度尼西亚,[俄]叶菲莫娃·拉利萨·米哈伊洛夫娜,6.9,14
亚洲的地中海,【法国】弗朗索瓦·吉普鲁,6.8,44
东南亚史,米尔顿·奥斯本,7.5,86
巴比伦与亚述文明,于殿利,8.0,38
长城,（美）阿瑟·沃尔德隆,6.9,29
美好的工作,[英] 戴维·洛奇,8.5,77
天堂消息,戴维·洛奇,7.514285714285715,84
治疗,戴维·洛奇,8.6,71
换位,[英] 戴维·洛奇,8.1,61
小世界,戴维·洛奇,8.6,174
我，克劳迪亚斯,[英] 罗伯特·格雷夫斯,9.1,65
My Brilliant Friend,Elena Ferrante,8.7,569
Those Who Leave and Those Who Stay,Elena Ferrante,8.7,338
The Handmaid&#39;s Tale,Margaret Atwood,8.3,771
Cat&#39;s Eye,Margaret Atwood,8.9,75
The Luminaries,Eleanor Catton,7.9,56
民主在退潮,喬舒亞•科藍茲克 Joshua Kurlantzick,6.5,19
宪法专政,[美]罗斯托（Clinton Rossiter）,7.3,20
重新设计社会科学研究,[美] 查尔斯 C.拉金（Charles C. Ragin）,8.8,10
自下而上的变革,倪志伟,7.6,23
国家建构,[瑞士]安德烈亚斯·威默（Andreas Wimmer）,8.0,12
The Narrow Corridor,Daron Acemoglu,7.2,17
观看之道,[英] 约翰·伯格,8.180839720093303,6002
看,（英）伯格,8.13662900188324,1062
抵抗的群体,约翰·伯格,8.3,510
毕加索的成败,约翰·伯格,8.2,484
落差,[法] 于贝尔·达弥施,7.8,394
约定,(英)约翰·伯格,8.645157232704403,795
迎向灵光消逝的年代,[德] 瓦尔特·本雅明,8.5,1970
Another Way of Telling,John Berger,9.3,35
另一種影像敘事,約翰．伯格(John Berger),8.859154929577464,213
孩子们的房间,(法)路易勒内.德,7.8,21
岸,[俄罗斯] 尤·邦达列夫,8.3,26
帐篷,[加] 玛格丽特·阿特伍德,7.3,72
吃火,[加] 玛格丽特·阿特伍德,8.139772727272726,176
闹剧，或者不再寂寞,[美] 库尔特·冯内古特,8.2,285
象棋的故事,[奥] 斯台芬·茨威格,9.1,7810
一个陌生女子的来信,[奥] 茨威格,8.6,24198
蒲公英王朝,[美] 刘宇昆,6.1,1078
Norse Mythology,Neil Gaiman,8.4,176
北歐眾神,尼爾.蓋曼,8.4,56
夜幕下的大军,[美国] 诺曼·梅勒,7.8,49
杜宾的生活,(美)贝纳德.马拉默德,7.4,35
贵人 女人 小人,（美国）纳博科夫,7.8,56
红色的英勇标志,斯蒂芬·克莱恩,6.7,72
十二把椅子,[苏] 伊·伊里夫,8.2,140
诱拐,罗·路·斯蒂文森,6.8,102
都兰趣话,[法] 巴尔扎克,8.2,167
奥康纳短篇小说选,[爱尔兰]弗兰克·奥康纳,7.9,85
破戒,[日] 岛崎藤村,7.799999999999999,408
荣誉之剑,[英国] 伊夫林·沃,7.5,32
莫班小姐,[法] 泰奥菲尔·戈蒂耶,8.1,148
城与年,费定,8.6,57
董贝父子,[英] 狄更斯,8.159788359788358,189
心,[日]夏目漱石,8.672421793144741,13362
盲歌女阿凛,[日]水上勉,8.4,31
玻璃门内,[日]夏目漱石,7.6,53
虞美人草,[日]夏目漱石,8.2,26
潘多拉的盒子,[日]太宰治,8.3,78
牧神的午后,[日]北杜夫,7.9,29
隧道尽头的光明,科伦•麦凯恩,7.3,24
转吧，这伟大的世界,[爱尔兰] 科伦·麦凯恩,8.645833333333334,360
枕草子,[日]清少纳言,8.7,32
成功者的大脑,[美] 杰夫•布朗（Jeff Brown）,7.0,102
亲密关系的购买,薇薇安娜·A.泽利泽,7.2,107
决策的智慧,大卫 R.亨德森 (David R.Henderson),7.5,138
赢者的诅咒,理查德·H·泰勒,7.1,36
权力的悖论,[美] 达契尔·克特纳,7.4,96
"游戏,让学习成瘾",卡尔 M.卡普 (Karl M. Kapp),6.2,172
盎格鲁-撒克逊人简史,(英) 亨丽埃塔·利泽 (Henrietta Leyser),7.6,57
文明的口味,菲利普•费尔南多-阿梅斯托,7.7,93
伊甸园之门,[美] 莫里斯·迪克斯坦,8.6,64
日本的“近代”是什么？,[日] 三谷太一郎,8.3,70
卡路里与束身衣,［英］路易丝·福克斯克罗夫特 著,6.4,187
唐人故事,王小波,8.9,3128
咚咚吊桥坠落,[日] 绫辻行人,7.6,1984
黑暗馆不死传说,绫辻行人,7.951131386861313,2740
尸体长发之谜,(日) 绫辻行人,7.7,730
黑猫馆手记,绫辻行人,7.5,2959
迷宫馆的诱惑,绫辻行人,7.5,3069
水车馆幻影,绫辻行人,7.1,2889
童謠的死亡預言,綾辻行人,7.8,249
雾越邸暴雪谜案,绫辻行人,7.4,479
霧越邸殺人事件＜完全改訂版＞,綾辻行人,7.5,33
马克·吐温中短篇小说选,【美】马克·吐温,8.9,135
莎士比亚历史剧选,威廉•莎士比亚 (William Shakespeare),9.5,43
Purity,Jonathan Franzen,8.1,53
A Supposedly Fun Thing I&#39;ll Never Do Again,David Foster Wallace,9.3,63
A Visit from the Goon Squad,Jennifer Egan,8.5,80
The Marriage Plot,Jeffrey Eugenides,7.7,61
Herzog,Saul Bellow,8.1,51
The Nix,Nathan Hill,8.6,41
纠正,乔纳森·弗兰岑,8.339504563233376,767
修正,強納森．法蘭岑 Jonathan Franzen,8.0,19
在天涯,北島,7.778791469194313,844
波動,北島,8.133039647577093,454
被禁錮的心靈,Czesław Miłosz,9.2,34
恋与禁忌的述语论理,[日]井上真伪,7.5,389
午夜零点的灰姑娘,[日]相泽沙呼,6.8,90
聯愁殺,西澤保彦,8.7,139
虚构推理,城平京,6.9,377
アルファベット・パズラーズ,大山誠一郎,9.5,242
聖女の毒杯 その可能性はすでに考えた,井上 真偽,7.9,12
英国革命,(英) G.M.屈威廉,9.1,38
席勒经典美学文论,(德) 席勒,9.5,63
企鹅欧洲史·竞逐权力,[英]理查德·埃文斯,8.7,201
新千年文学备忘录,[意] 伊塔洛·卡尔维诺,9.217786829599456,2946
文学履途,[美]《纽约时报》主编,7.5,286
小说修辞学,[美] 韦恩·布斯,8.64317269076305,498
芒博琼博,[美] 伊什梅尔·里德,8.3,30
贝克特全集,［爱尔兰］萨缪尔·贝克特,9.6,31
Collected Stories of William Faulkner,William Faulkner,9.1,23
汉语语法史,王力,8.8,11
孟子读本,[日]贝冢茂树,7.4,15
中国古代文学：从神话到楚辞,[日] 白川静,7.2,30
茶经述评,吴觉农,9.1,11
诗经的世界,[日]白川静,7.2,35
中国现代语法,王力,9.075675675675676,37
剑桥日本史,山村耕造,7.4,17
Escape from Camp 14,BLAINE HARDEN,8.1,137
A People&#39;s Tragedy,Orlando Figes,9.4,35
Year Zero,Ian Buruma,8.2,18
The Impossible State,Victor Cha,9.1,14
Iron Kingdom,Christopher Clark,9.9,42
North Korea Confidential,Daniel Tudor,8.4,21
冰与火之歌·卷三·冰雨的风暴,(美)乔治·R. R. 马丁,9.6,6043
冰与火之歌·卷二·列王的纷争,[美] 乔治·R. R. 马丁,9.469962324466263,8759
A Dance with Dragons,George R. R. Martin,9.332404458598726,1256
冰与火之歌 卷五,[美国] 乔治·R·R·马丁,9.6,104
许倬云说历史:中西文明的对照,许倬云,8.1,445
我者与他者,许倬云,7.7,646
费正清中国回忆录,费正清,8.1,570
万古江河,许倬云,8.2,1215
文学江湖,王鼎钧,8.0,1026
出梁庄记,梁鸿,8.3,2987
昨天的云,王鼎钧,8.8,2422
我这一代香港人,陈冠中,7.5,1084
中国国民性演变历程,张宏杰,7.7,2034
蒋经国传,陶涵,8.4,2761
欧·亨利短篇小说选,[美] 欧·亨利(O’Henry),8.787203791469194,9706
高老头 欧叶妮・格郎台,巴尔扎克,7.9,296
威尼斯商人,（英）莎士比亚,8.1,8979
莫泊桑中短篇小说全集,莫泊桑,8.810889292196007,551
In Between the Sheets,Ian McEwan,8.2,105
Everything Is Illuminated,Jonathan Safran Foer,8.59672131147541,122
被掩埋的巨人,[英] 石黑一雄,7.800412229474407,5822
被埋葬的記憶,石黑一雄,6.8,42
随风而来的玛丽阿姨,（英）帕·林·特拉芙斯,9.244852941176472,1904
Mary Poppins,Dr. P. L. Travers,9.0,45
随风而来的玛丽·波平斯阿姨,（英）帕·林·特拉弗斯,9.4,144
法蘭西白粉的秘密,艾勒里．昆恩,8.4,141
希臘棺材的秘密,艾勒里．昆恩,8.7,197
The Emperor&#39;s Snuff-Box,John Dickson Carr,9.0,30
He Who Whispers ,John Dickson Carr,9.1,13
被算法操控的生活,[瑞典]大卫•萨普特（David Sumpter）,8.3,12
创世记,[美]爱德华·威尔逊,7.5,178
科技到底改变了什么,[美] 马特·里克特（Matt Richtel）,7.8,21
秩序,[美]彼得·T.李森,7.9,55
有毒,[美] 克丽丝蒂 • 威尔科克斯（Christie Wilcox）,8.9,82
世界上最强大的思想,[美]威廉·罗森,8.2,38
数学简史,蔡天新,6.7,166
转型与冲击：马丁·沃尔夫谈未来全球经济,马丁·沃尔夫,7.7,43
Reflections on the Revolution in France,Edmund Burke,9.4,22
Ethics and the Limits of Philosophy,Bernard Williams,9.6,32
The Idea of History,R. G. Collingwood,9.9,37
The Concept of the Political,Carl Schmitt,9.3,56
Liberty,Isaiah Berlin,9.0,34
The Fire Next Time,James Baldwin,8.9,67
After Virtue,Alasdair MacIntyre,8.9,43
俄国思想家,[英国] 以赛亚·伯林,9.10695652173913,805
村上朝日堂是如何鍛鍊的,村上春樹著 ／著,8.5,82
博尔赫斯：最后的访谈,[阿根廷]豪尔赫·路易斯·博尔赫斯,8.6,986
猫头鹰在黄昏起飞,[日]川上未映子,6.5,645
斜眼狗,[法] 艾蒂安·达沃多,7.7,206
生火,[法] 克里斯多夫·夏布特（Christophe Chabouté）编绘,8.6,707
鲁宾逊漂流记,[英] 迪福,8.3,3324
Robinson Crusoe,Daniel Defoe,8.078693181818181,352
鲁滨孙历险记,笛福,8.003913491246138,3884
在人间,高尔基,7.9,3287
Little Women,Louisa M Alcott,8.4,754
美国牧歌,[美国] 菲利普·罗斯,8.1,344
我嫁给了共产党人,[美国] 菲利普·罗斯,8.1,164
人性的污秽,[美国] 菲利普·罗斯,8.7,343
退场的鬼魂,[美]菲利普·罗斯,8.049740932642486,193
凡人,[美] 菲利普·罗斯,7.8,721
被释放的祖克曼,(美)菲利普·罗斯,8.241463414634145,164
Patrimony,Philip Roth,9.1,15
电影书写札记,罗贝尔·布列松,8.749648711943793,1281
世界电影史,[美]大卫·波德维尔,9.4,1694
拍电影,[意] 费德里科·费里尼,8.6,300
经典电影理论导论,[美]达德利·安德鲁,8.9,679
视听,米歇尔·希翁 (Michel Chion),8.8,228
世上的光,[俄] 安德烈·塔可夫斯基,8.1,940
运动-影像,吉尔·德勒兹,9.3,185
Sculpting in Time,Andrey Tarkovsky,9.7,42
雕刻時光：時間.記憶.夢境──塔可夫斯基談創作美學,安德烈‧塔可夫斯基,9.6,39
夜行记,王小波,9.072784503631961,2065
And Then There Were None,Agatha Christie,8.924912456228114,1999
镜子外的福尔摩斯,[英]大卫·斯图亚特·戴维斯,8.8,610
城堡,[奥地利] 卡夫卡,8.491653387965703,13179
伊凡·伊里奇之死,[俄] 列夫·托尔斯泰,9.2,1644
关于陀思妥耶夫斯基的六次讲座,[法] 安德烈·纪德,8.749331352154531,673
陀思妥耶夫斯基,[美]约瑟夫·弗兰克,8.616145833333333,384
张枣的诗,张枣,8.7,2287
亲爱的张枣,宋琳,8.441346153846155,520
海子诗全集,海子 著,9.2,8703
時間的玫瑰,北島,8.8,203
神的逻辑，人的魔法,[日] 西泽保彦,7.4,2490
异邦骑士,[日] 岛田庄司,8.10688205936433,11421
完美无缺的名侦探,(日)西泽保彦,7.6,1614
盘上之敌,[日] 北村薰,7.8,2127
杀戮之病,[日]我孙子武丸,7.6,5435
羔羊們的聖誕夜,西澤保彥,7.6,718
解體諸因,西澤保彥,8.4,744
14只老鼠挖山药,(日)岩村和朗 文/图,9.1,160
14只老鼠赏月,(日)岩村和朗 文/图,8.9,192
14只老鼠去春游,(日)岩村和朗 文/图,8.8,175
直到长出青苔,杉本博司,8.2,2735
荒木經惟‧寫真=愛,荒木經惟,8.3,203
晝的學校 夜的學校,森山大道,8.6,309
The History Of Love,Nicole Krauss,9.1,120
The Curious Incident of the Dog in the Night-Time,Mark Haddon,8.2,1245
Middlesex,Jeffrey Eugenides,8.9,172
The Things They Carried,Tim O&#39;Brien,9.2,203
A Long Way Down,Nick Hornby,8.6,245
特别响，非常近,[美国]乔纳森·萨福兰·弗尔,7.888876013904983,863
Extremely Loud and Incredibly Close,Jonathan Safran Foer,9.1,76
小说机杼,[英] 詹姆斯·伍德,9.1,1603
二十世纪西方文学理论,特雷·伊格尔顿 (TERRY EAGLETON),9.0,1711
小说稗类,张大春,8.7,2768
批评的解剖,(加)诺思罗普·弗莱,8.9,429
给青年小说家的信,[秘] 马里奥·巴尔加斯·略萨,8.582688766114181,1629
悠游小说林,[意] 安贝托·艾柯,8.247137073452864,1729
文学体验导引,[美国] 莱昂内尔·特里林,8.6,178
从卡夫卡到昆德拉,吴晓东,8.7,3048
小說面面觀,愛德華．摩根．佛斯特,8.8,18
Aspects of the Novel,E.M. Forster,8.3,36
异端的影像：帕索里尼访谈录,[意] 皮耶尔·保罗·帕索里尼,8.7,42
恋恋风尘,侯孝贤,8.3,781
夢是唯一的現實,Charlotte Chandler,9.2,97
我，费利尼,[美]夏洛特•钱德勒,8.8,462
钱仲联讲论清诗,魏中林,7.9,56
清诗史,严迪昌,8.731531531531532,111
海日楼札丛,沈曾植,8.5,40
巢经巢诗钞笺注,郑珍,9.3,42
韩愈志,钱基博,8.1,23
Tuesdays with Morrie,Mitch Albom,8.7,2944
死亡清扫日记,[日]前川誉,8.0,258
七个会议,[日]池井户润,8.4,94
少年初恋惨案,[日]宫部美雪,7.1,101
相亲中毒,[日]秋吉理香子,6.7,1140
雾之旗,[日] 松本清张,7.8,83
一定有人在祈祷着,[日] 山田宗树,7.4,388
蟑螂,[挪威] 尤·奈斯博,7.9,344
本日优惠日,[日]朱川凑人,7.0,371
哪吒,奚淞,7.2,159
望鄉,湊佳苗,7.7,34
黑鹤,（日）镝木莲,6.9,132
反转,[日] 凑佳苗,6.3,240
亡者在放学后归来,[日]秋吉理香子,6.7,49
金色机械,[日] 恒川光太郎,7.5,336
耳中火炬,[英] 埃利亚斯·卡内蒂,8.3,37
聂鲁达传,(英) 亚当·费恩斯坦,8.5,35
五号屠场,[美] 库尔特·冯内古特,8.681762624638147,3109
最后一幕,约瑟夫·海勒,7.4,45
到灯塔去,[英]弗吉尼亚·伍尔夫,8.62085053674649,9688
银河系漫游指南,[英] 道格拉斯·亚当斯,8.8,16842
西线无战事,[德] 埃里希·玛丽亚·雷马克,9.0,3185
模范青年,阿乙,8.1,784
下面，我该干些什么,阿乙,7.3,5111
自由论,[英] 以赛亚·伯林,9.082268370607029,1252
政府论,[英] 洛克,8.686695703821025,5051
通往奴役之路,(英)弗里德利希·奥古斯特·哈耶克,8.8,11897
论美国的民主,[法]托克维尔,9.2,6557
耶鲁大学公开课 : 政治哲学,[美]史蒂芬·B·斯密什(Steven B. Smith),8.8,703
传统十论,秦晖,9.1,2837
利维坦,[英] 霍布斯,8.710522193211487,3830
致命的自负,(英)哈耶克,8.8,2834
正义论,[美] 约翰·罗尔斯,8.8,2450
On Liberty,John Stuart Mill,9.2,294
公共场所的行为,[美]欧文·戈夫曼,8.5,56
当工作消失时,(美)威廉·朱利叶斯·威尔逊,7.7,30
冲动的社会,保罗 • 罗伯茨,7.4,119
權力地景,[美] 雪倫．朱津,8.3,18
捡垃圾的人类学家,[美]罗宾·内葛,6.9,181
全球城市 地方商街,莎伦•佐金,7.0,46
照護的邏輯,安瑪莉.摩爾(Annemarie Mol),8.6,13
How to Kill a City,Peter Moskowitz,8.2,15
金阁寺,三岛由纪夫,8.7,20104
春雪,[日] 三岛由纪夫,8.9,6639
地下,[日] 村上春树,8.3,3054
末日奇点,[美] 查尔斯·斯特罗斯,8.1,129
Childhood&#39;s End,Arthur C. Clarke,8.5,84
火山下,马尔科姆•劳瑞著,7.8,43
完美的真空,〔波兰〕斯坦尼斯拉夫·莱姆,8.785460420032312,619
科幻小说史,[英]亚当·罗伯茨,7.9,383
太阳潜入者,(美)大卫·布林,7.4,136
飞城,詹姆斯·布利什,7.8,150
Altered Carbon,Richard Morgan,8.2,71
Blindsight,Peter Watts,9.4,131
掠夺者,[美]威廉·福克纳,8.258783783783786,148
黛西·米勒,[美] 亨利·詹姆斯,8.1,427
宴后,[日] 三岛由纪夫,8.1,921
幸福号起航,(日) 三岛由纪夫,7.4,521
纯白之夜,[日] 三岛由纪夫,7.585113016367887,1283
禁色,三岛由纪夫,8.5,2487
午後の曳航,三島 由紀夫,8.5,17
The Sailor Who Fell From Grace with the Sea,Yukio Mishima,8.4,13
殖民地帝國日本的文化統合,駒込武,8.0,21
最後的帝國軍人: 蔣介石與白團,野島剛,6.7,27
活著回來的男人,小熊英二,9.0,32
烈日帝國,Lawrence James 勞倫斯．詹姆士,7.3,11
素顏的孫文,橫山宏章,8.0,33
男装女谍川岛芳子传,上坂冬子 著,8.6,38
The Testaments,[加拿大] 玛格丽特·阿特伍德,8.1,158
Alias Grace,Margaret Atwood,8.4,68
The Year of the Flood,Margaret Atwood,8.5,42
使女的故事,[加拿大] 玛格丽特·阿特伍德,8.266591233920915,8396
笑忘書,米蘭·昆德拉,8.5,439
要是你给老鼠吃饼干,费利西亚·邦德图劳拉·乔菲·努梅罗夫,8.7,802
獾的礼物,苏珊·华莱,8.8,972
爷爷一定有办法,菲比·吉尔曼,8.9,3114
驴小弟变石头,威廉·史塔克,8.559338313767343,937
人之链,[爱尔兰]谢默斯·希尼,8.7,245
电灯光,[爱尔兰]谢默斯·希尼,8.8,221
生活之恶,[意大利] 欧杰尼奥·蒙塔莱,8.23716216216216,296
林间空地,[美] 弗罗斯特,8.3,216
观念的力量,[英] 以赛亚·伯林 (Isaiah Berlin),8.7,193
学术与政治,[德]马克斯·韦伯,9.3,181
保守主义思想,[美]拉塞尔·柯克,9.1,146
英国进步主义思想,[英]迈克尔·弗里登,9.4,104
六论自发性,[美] 詹姆斯·C. 斯科特,9.1,471
16和17世纪英格兰大众信仰研究,[英] 基思·托马斯 (Keith Thomas),9.4,117
中心与边缘,[美] 爱德华·希尔斯,9.1,30
娜塔莎之舞,[英] 奥兰多·费吉斯,9.2,1467
田园诗与狂想曲,秦晖,9.7,76
至高权力,(美) 杰夫·谢索,8.9,221
飙车,[法] 勒克莱齐奥,8.240833333333333,480
流浪的星星,[法] 勒克莱齐奥,8.0,48
面包与运动,[德] 西格弗里德·伦茨,7.094285714285714,70
空中有苍鹰,(德)西格弗里德·伦茨,7.9,50
罗德里格斯岛之旅,(法)勒克莱齐奥,7.258333333333334,72
Between the World and Me,Ta-Nehisi Coates,7.6,286
Homegoing,Yaa Gyasi,9.1,60
Americanah,Chimamanda Ngozi Adichie,8.3,123
正义的慈悲,[美]布莱恩·史蒂文森,8.4,216
不完美的正義,布萊恩.史蒂文森,8.2,20
契诃夫小说选,契诃夫,9.3,222
自鸣琴,[日]池田美代子,5.3,124
只是打算喝一杯而已,[日]志驾晃,6.0,196
水底祭典,[日]辻村深月,6.5,129
斯塔福特疑案,[英] 阿加莎·克里斯蒂,7.240298507462686,402
长夜难明,紫金陈,8.5,23161
唐诗杂论,闻一多,8.923208879919274,1982
中国小说史略,鲁迅,9.089791183294665,3879
国学概论,章太炎讲演,8.569631512071155,787
词学通论,吴梅,8.5,69
宋元戏曲史,王国维,9.0,123
读书指南,梁启超,9.1,738
国史讲话,顾颉刚,8.2,318
谈美,朱光潜,8.975189428941045,10822
中国历史研究法,梁启超,8.9,353
经典常谈,朱自清,8.6,293
羊道·春牧场,李娟,8.9,4079
羊道·深山夏牧场,李娟,9.1,2761
冬牧场,李娟,9.0,15959
羊道·前山夏牧场,李娟,9.1,2867
遥远的向日葵地,李娟,9.0,6148
九篇雪,李娟,8.4,447
一个人的村庄,刘亮程,8.9,10677
走夜路请放声歌唱,李娟,8.0,2468
離春天只有二十公分的雪兔,李娟,8.6,28
