name,author,Avg,Num
中国古代文体形态研究,吴承学,9.1,63
宋詩概說,吉川幸次郎,8.8,29
文字禅与宋代诗学,周裕锴,9.040789473684208,76
文镜秘府论汇校汇考,盧盛江著,9.7,47
难忘的书与插图,汪家明,8.3,232
中国梦：刘香成摄影三十年,刘香成,8.3,217
百家姓,杨葵,7.8,1105
相约在书店,范用,7.6,74
周作人,余斌,8.1,202
艺术的逃难,白杰明 (Geremie Randall Barmé),8.6,156
小山河,葛亮,6.7,510
伊丽莎白·科斯特洛：八堂课,"(南非)库切(Coetzee,J.M.)",8.0,262
丧钟为谁而鸣,[美] 欧内斯特·海明威,8.905263157894737,304
魏斯曼演讲圣经1,杰瑞·魏斯曼,8.2,385
魏斯曼演讲圣经2,杰瑞·魏斯曼,8.1,155
TED演讲的秘密,[美] 杰瑞米•多诺万(Jememey Donovan),7.3,886
横向领导力,[美]罗杰·费希尔（Roger Fisher）,7.9,1090
演讲的艺术,[美]史迪芬·E.卢,8.3,308
权力与领导,[美]詹姆斯·克劳森（James G. Clawson）,8.995666666666667,300
大教堂,[美] 雷蒙德·卡佛,8.500974639482845,10055
玛雅,(挪)乔斯坦·贾德,7.8,1447
战时笔记,[奥]维特根斯坦,8.6,176
湘行散记,沈从文,9.0,74
暗夜行路,志贺直哉,8.6,138
雪国·千鹤·古都,(日)川端康成,8.7,313
门,(日)夏目漱石,8.493055555555555,432
图象与花朵,[法] 波德莱尔,8.4,63
缩影,[日] 德田秋声,8.5,118
The Ideological Origins of the American Revolution,Bernard Bailyn,8.2,14
George F. Kennan,John Lewis Gaddis,8.7,19
Bloodlands,Timothy Snyder,8.8,38
Washington,Ron Chernow,9.5,20
革命节日,莫娜·奥祖夫 (Mona Ozouf),8.1,63
美国文明的兴起,[美]查尔斯·比尔德,8.838323353293415,167
原则与妥协,王希,9.3,253
The Windup Girl,Paolo Bacigalupi,9.0,132
Woken Furies ,Richard Morgan,7.6,16
Broken Angels,Richard K. Morgan,8.9,25
Snow Crash,Neal Stephenson,9.0,41
Old Man&#39;s War,John Scalzi,7.9873786407767,206
11/22/63,Stephen King,8.1,192
副本,[英] 理查德·摩根,8.2,845
莎士比亚喜剧悲剧集,莎士比亚,9.046072717180127,3603
东霓,笛安,8.094536710340023,44497
南音 ,笛安,7.4,12479
告别天堂,笛安,7.824679077521532,17995
被窝是青春的坟墓,七堇年,7.7,37272
全世爱,苏小懒,7.8,23792
1995-2005夏至未至,郭敬明,7.3,73348
四重音,消失宾妮,7.4,3790
年华是无效信,落落,7.9,9911
小时代1.0折纸时代,郭敬明,6.50122042917462,69156
西決,笛安,7.6,80
凯勒中篇小说集,[瑞士]戈特弗里德·凯勒,8.2,11
事故,[日] 松本清张,8.2,177
黑地之绘,[日]松本清张,7.7,139
西乡钞,[日] 松本清张,8.1,240
不安的演奏,[日]松本清张,7.5,108
卖马的女人,[日]松本清张,7.7,220
當帝國回到家,Lori Watt 華樂瑞,7.7,17
日俄海战1904—1905,[英] 朱利安·S. 科贝特,9.3,19
總力戰與臺灣,近藤正己,8.2,16
英国皇家海军战列巡洋舰“胡德”号图传,［英］布鲁斯·泰勒（Bruce Taylor）,8.9,10
理解一张照片,[英] 约翰·伯格,8.3,807
本托的素描簿,约翰·伯格,8.4,194
留住一切亲爱的,[英] 约翰.伯格,8.1,153
讲故事的人,[英]约翰·伯格,8.255263157894737,684
第七人,[英] 约翰·伯格,7.8,43
在图像面前,[法] 乔治·迪迪-于贝尔曼,7.4,25
聚焦,巫鸿,8.2,296
肖申克的救赎,[美] 斯蒂芬·金,9.1,78406
Perfume,Patrick Suskind,9.1,165
好吃,马文·哈里斯,8.2,234
蛇杖的传人,[美]舍温·努兰,8.1,55
狂欢史,[英]伯高·帕特里奇,7.1,45
人类大家庭：长期失去联系的表亲,科林·格罗夫斯,6.9,33
古代中国的动物与灵异,[英]胡司德,8.1,171
都市欧洲的形成,[美]保罗•霍恩伯格,8.4,31
美味欺诈,［英］比·威尔逊,7.3,91
食物的歷史,菲立普．費南德茲─阿梅斯托,8.117857142857144,28
食物的历史,（美）阿莫斯图,6.9,101
俄国文学史,米尔斯基,9.4,140
契诃夫论文学,(俄)契诃夫,9.5,30
不如归,德富健次郎,8.212499999999999,1104
鲁迅著译编年全集,鲁迅,9.6,98
马一浮全集,馬一浮 著,8.8,43
金瓶梅词话校注,兰陵笑笑生 著,9.4,20
历史学家的三堂小说课,（美）彼得·盖伊,7.0,190
古拉格群岛,(俄)亚历山大·索尔仁尼琴,9.216711301553293,1867
恶魔苍穹下,(法) 乔治·贝尔纳诺斯,8.0,23
约翰逊传,包斯威尔,8.3,90
新寒士街,(英)乔治·吉辛,8.5,12
索拉里斯星,[波] 斯坦尼斯拉夫·莱姆,8.83427095292767,3484
机器人大师历险记,（波兰）坦尼斯拉夫·莱姆,8.7,105
变化的位面,厄休拉·勒奎恩,8.42019758507135,1822
拉美科幻文学史,[美] 拉切尔·海伍德·费雷拉,8.1,23
一无所有,（美）勒古恩,8.8,915
大师的盛宴,奥森·斯科特·卡德 编,8.850539956803456,1852
道可道,燕垒生,8.4,1102
殷商玛雅征服史,马伯庸,7.2,1030
14只老鼠过冬天,(日)岩村和朗 文/图,9.2,153
14只老鼠洗衣服,(日)岩村和朗 文/图,9.1,111
14只老鼠的蜻蜓池塘,(日)岩村和朗 文/图,8.8,97
14只老鼠吃早餐,(日)岩村和朗 文/图,8.988717948717948,195
14只老鼠种南瓜,(日)岩村和朗 文/图,9.2,100
14只老鼠的秋天进行曲,(日)岩村和朗 文/图,9.0,101
14只老鼠的摇篮曲,(日)岩村和朗 文/图,8.9,98
村上朝日堂日记 旋涡猫的找法,村上春树,8.0,1216
村上朝日堂 嗨嗬！,（日）村上春树,8.1,1391
村上朝日堂是如何锻造的,村上春树,8.2,1654
朗格汉岛的午后,(日)村上春树 安西水丸绘,7.9,1347
象厂喜剧,[日] 村上春树 文,7.3,1594
如果我们的语言是威士忌,(日)村上春树,7.8,3108
やがて哀しき外国語,村上春樹,8.5,28
Black Beauty ,Anna Sewell,8.6,337
Romeo and Juliet,William Shakespeare,8.3,411
你好，忧愁,[法] 弗朗索瓦丝·萨冈,7.5,8980
豪门春秋,(美)伊迪丝·华顿,8.3,20
探险家沃斯,[澳大利亚] 帕特里克·怀特,7.8,16
金字塔,[英] 威廉·戈尔丁,8.3,47
我儿子的故事,（南非）戈迪默,7.585185185185185,81
苔蕾丝·德斯盖鲁,[法] 莫里亚克,8.6,216
波特中短篇小说集,(美)凯·安·波特,8.9,35
曼哈顿中转站,约翰·多斯·帕索斯,8.2,115
比利·巴思格特,多克特罗,7.9,20
烟草路,欧斯金·考德威尔,7.4,20
騎士団長殺し,村上 春樹,7.533870967741936,248
ダンス・ダンス・ダンス,村上春樹,9.0,42
スプートニクの恋人,村上 春樹,8.8,47
女のいない男たち,村上春樹,8.1,84
金閣寺,三島 由紀夫,9.0,70
人間失格,太宰 治,9.0,218
新世界より 下,貴志祐介,9.8,98
ひとり日和,青山七恵,8.3,120
李陵・山月記,中島敦,9.3,54
小說的五十堂課,"大衛．洛奇(Lodge, David）",8.7,58
西方文论关键词,赵一凡,8.8,506
卜洛克的小說學堂,勞倫斯．卜洛克,8.5,319
叙事的本质,[美] 罗伯特·斯科尔斯（Robert Scholes）,8.7,106
中國現代小說史,夏志清,9.0,903
西方正典,[美] 哈罗德·布鲁姆,8.62426805465192,1537
狂野寫作,娜妲莉．高柏,8.4,42
The Portrait of a Lady,Henry James,8.434222222222223,225
查泰莱夫人的情人,劳伦斯,8.11127808578932,6854
4 3 2 1,Paul Auster,8.6,47
Miguel Street,V S Naipaul,8.8,132
The Underground Railroad,Colson Whitehead,7.6,117
Her Body and Other Parties,Carmen Maria Machado,6.9,39
林肯在中陰,喬治‧桑德斯,8.0,44
吉尔·布拉斯,[法] 勒萨日,8.887500000000001,96
高老头 欧也妮·葛朗台,巴尔扎克,9.5,92
给未来的记忆,(日) 河合隼雄,8.6,232
心的栖止木,[日]河合隼雄　著，赖明珠　译,7.4,206
在约定的场所,(日) 村上春树,8.3,876
大人的友情,河合隼雄,7.394926350245499,611
村上春樹去見河合隼雄,村上春樹,7.820000000000001,180
村上春樹、河合隼雄に会いにいく,河合 隼雄,8.8,13
别想摆脱书,（法）卡里埃尔,8.461746617466174,1626
门萨的娼妓,[美] 伍迪·艾伦,8.0,4674
How to Travel with a Salmon &amp; Other Essays,Umberto Eco,8.6,66
帶著鮭魚去旅行,安伯托·艾可,8.2,82
双面兽事件,[日] 二阶堂黎人,5.300000000000001,576
恶魔迷宫,[日] 二阶堂黎人,5.9,666
地狱奇术师,二阶堂黎人,6.2,984
殺人暗黑館 ,綾辻行人,8.3,159
米樂的囚犯,土屋隆夫,7.2,82
屍體長髮之謎,綾辻行人,8.0,114
钟表馆事件,[日]绫辻行人,8.371631451333565,8661
钟表馆招魂陷阱,(日) 绫辻行人,8.4,815
他们,[美] 乔伊斯·卡罗尔·欧茨,7.338823529411764,85
烟草经纪人,(美)约翰·巴思,8.2,82
日本色气,[日] 九鬼周造、阿部次郎,8.2,398
日本侘寂,[日]大西克礼,8.3,323
观念的水位,刘瑜,8.3,25623
柳如是别传,陈寅恪,9.106374269005848,1710
苦难的时代,[美]罗伯特·威廉·福格尔（Robert William Fogel）,9.1,45
Why Communism Did Not Collapse,Martin K. Dimitrov (ed.),7.8,12
0の殺人 ,我孙子武丸,8.4,33
十三回忌,小島正樹,8.3,32
The Gene,Siddhartha Mukherjee,8.9,235
Before the Fall,Noah Hawley,7.3,37
Small Great Things,Jodi Picoult,8.6,96
Why Zebras Don&#39;t Get Ulcers,Robert M. Sapolsky,8.8,61
Exit West,Mohsin Hamid,7.8,64
Eleanor Oliphant is Completely Fine,Gail Honeyman,8.1,128
A Brief History of Seven Killings,Marlon James,8.0,20
Behave,Robert M. Sapolsky,8.7,73
アフターダーク,村上 春樹,7.6,43
羊をめぐる冒険,村上春樹,7.9,28
東京奇譚集,村上 春樹,8.018335684062059,709
村上春樹 雑文集,村上 春樹,8.3,38
神の子どもたちはみな踊る,村上 春樹,8.2,42
Sputnik Sweetheart,Haruki Murakami,8.4,143
玛丽阿姨回来了,(英)帕·林·特拉芙斯,8.7,22
玛丽阿姨的神怪故事,(英)帕·林·特拉芙斯,8.7,13
玛丽阿姨打开虚幻的门,(英)帕·林·特拉芙斯,8.5,19
神奇的玛丽阿姨,(英)帕·林·特拉芙斯,8.842857142857143,105
约瑟夫有件旧外套,（美）塔贝克　文图,8.8,520
尼姆的老鼠,(美)罗伯特·奥布赖恩,9.5,74
天使雕像,(美)E.L.柯尼斯伯格,8.9,172
玛蒂尔达,(英)罗尔德·达尔 著,8.971614100185528,1078
查理和大玻璃升降机,(英)罗尔德·达尔 著,7.9,402
乌鸦和狐狸,[俄]克雷洛夫,6.1,13
宋词选,胡云翼 选注,9.0,472
桃花扇,孔尚任,8.601104728236853,4526
文選,萧统,9.421821036106751,637
宋诗选注,钱钟书,8.783724474245657,3281
拉玛2号,[英] 阿瑟·C. 克拉克,7.662032085561497,374
拉玛真相,[英] 阿瑟·C. 克拉克,7.8,228
拉玛迷境,[英] 阿瑟·C. 克拉克,7.4,226
城市与群星,[英] 亚瑟·克拉克,8.474267782426779,478
月海沉船,[英] 亚瑟·克拉克,8.5,305
2001太空漫游,[英] 阿瑟·克拉克,9.1,6062
天堂的喷泉,【英】阿瑟·克拉克,8.40751879699248,665
童年的终结,阿瑟·克拉克,8.57000488519785,4094
“太空漫游”四部曲,[英]阿瑟·克拉克,9.2,1267
电影表意泛论,克里斯蒂安•麦茨,8.9,29
电影导演的电影理论,[法]雅克·奥蒙,7.3,28
电影的虚拟生命,[美]D. N. 罗德维克,7.3,28
电影理论解读,[美]罗伯特·斯塔姆,9.0,174
电影与伦理：被取消的冲突,[英]丽莎·唐宁,7.7,22
战争与电影,[法] 保罗· 维利里奥,7.4,147
图像的肉身,[法] 莫罗•卡波内（Mauro Carbone）,8.2,94
时间―影像,德勒兹,8.6,463
南音,笛安,6.2,223
小时代2.0虚铜时代,郭敬明,6.301706863668188,41421
剩者为王Ⅱ,落落,7.2,2989
临界·爵迹 I,郭敬明,6.9,13828
痕记,痕痕,7.7,3564
小时代3.0：刺金时代,郭敬明,6.3,20186
契诃夫小说全集2,契诃夫,9.1,28
失乐园,（日）渡边淳一,7.686472198326427,63935
罗曼·罗兰读书随笔,罗曼·罗兰,7.8,141
奥斯曼帝国,[英]卡罗琳·芬克尔,8.5359375,192
波兰史,[英] 亚当·扎莫伊斯基,8.6,207
亚洲的去魔化,[德] 于尔根·奥斯特哈默,7.8,124
闽国,[美] 薛爱华,7.5,250
一生的故事,[俄] 康·帕乌斯托夫斯基,9.304,175
生活与命运,[俄罗斯] 瓦西里·格罗斯曼,9.3,1481
魔法师,[美] 弗拉基米尔·纳博科夫,7.6,55
台北人,白先勇,9.1,6275
欢喜,冯唐,6.972798923490965,5202
三十六大,冯唐,7.522269300610797,18173
活着活着就老了,冯唐,7.354485796476088,11124
十八岁给我一个姑娘,冯唐,7.8,494
天下卵,冯唐,6.584648331830478,4436
动物凶猛,王朔,8.244392056008,34995
万物生长,冯唐,7.74102564102564,3276
素女经,冯唐,7.0,1746
三日，十四夜,馮唐,9.0,114
时代的精神状况,[德] 卡尔·雅斯贝斯,9.2,613
眼泪与圣徒,[法] E. M. 齐奥朗,8.8,1333
阿尔贝·加缪,[美] 罗伯特·泽拉塔斯基,8.9,237
快乐的死,[法] 加缪,8.5,721
奥麦罗斯,[圣卢西亚] 德里克·沃尔科特,9.0,68
Opened Ground,Seamus Heaney,9.6,11
巨人与侏儒,阿兰·布鲁姆(Allen Bloom),9.026056338028168,426
自然权利与历史,列奥·施特劳斯,9.1,784
政治的浪漫派,（德）施米特,8.6,197
霍布斯国家学说中的利维坦,（德）卡尔·施米特,8.9,212
霍布斯的政治哲学,[美国]列奥·施特劳斯,8.7,310
关于马基雅维里的思考,[美国]利奥·施特劳斯,8.951535836177476,293
莎士比亚的政治,（美）阿兰·布鲁姆,8.7,220
政治的概念,（德）施米特,8.9,350
人应该如何生活,[美]布鲁姆,8.992198581560283,423
The Closing of the American Mind,Allan Bloom,8.9,109
走向封闭的美国精神,艾伦·布鲁姆,8.3,126
福尔赛世家,约翰·高尔斯华绥,8.3497461928934,197
法国往事4：武装起来，同胞！,[法] 法比安·努瑞 文,9.3,231
黑猫侦探5：阿马里洛,[西] 胡安·迪亚兹·卡纳莱斯 文,8.4,571
黑猫侦探 4：缄默地狱,[西] 胡安·迪亚兹·卡纳莱斯 文,9.0,824
麦克白,[英] 莎士比亚,8.5,4186
温莎的风流娘们,莎士比亚,8.2,709
婚约,[德] 赫尔曼·黑塞著,8.2,128
罗斯哈尔德,[德] 赫尔曼·黑塞,8.4,1111
盖特露德,[德] 赫尔曼·黑塞,8.798083778966133,2244
黑塞之中国,(德)赫尔曼·黑塞 著,7.1,161
魔山,托马斯·曼,8.33234836702955,3215
乡愁,(德)赫尔曼·黑塞,8.5,768
轮下,[德] 赫尔曼·黑塞,8.4,382
365夜故事,鲁兵 主编,9.3,8407
磨坊书简,[法] 阿尔封斯·都德,8.4,89
书和画像,[英] 维吉尼亚·吴尔夫,8.8,68
杨柳风,格雷厄姆,8.907704654895666,623
猫的摇篮,[美]库尔特·冯尼格,8.17201438848921,1390
伊利亚随笔选,查尔斯.兰姆,8.468928220255652,1017
听雨楼随笔,高伯雨,8.0,46
金钱,左拉,8.2,65
夏洛的网,E.B.White,8.599957814807004,52151
Peter Pan,J.M. Barrie,8.718363939899833,599
小飞侠彼得·潘,詹姆斯·巴里,8.9,484
法兰西兵法,[法] 阿历克西·热尼,8.7,46
Midnight&#39;s Children,Salman Rushdie,8.8,60
露西·高特的故事,[爱尔兰] 威廉·特雷弗,8.1,111
The Satanic Verses,Salman Rushdie,8.3,21
魔鬼詩篇,[英] 塞爾曼·鲁西迪,9.0,130
撒旦诗篇,[英]萨尔曼·拉什迪Salman Rushdie,8.8,57
Strangers in the City,Li Zhang,8.4,62
The Sovereign State and Its Competitors,Hendrik Spruyt,9.3,15
The Three Worlds of Welfare Capitalism,Gøsta Esping-Andersen,8.8,42
Economy and Society,Max Weber,9.1,53
The System of Professions,Andrew Abbott,9.0,19
在逃,[美] 爱丽丝· 戈夫曼,6.8,55
Online Society in China,David Herold,7.6,16
傷心人類學,[美]露思．貝哈,7.4,53
爱的流放地,(日)渡边淳一,7.0297440849831005,4142
化妆,[日] 渡边淳一,7.7,1458
樱花树下,渡边淳一,7.300000000000001,2104
基地续集2·基地与地球,（美）艾萨克·阿西莫夫,8.8,2576
山音・湖,（日）川端康成,8.5,152
春琴传,谷崎润一郎,8.6,272
美丽与悲哀・蒲公英,（日）川端康成,8.3,142
晴日木屐,(日) 永井荷风,7.8,136
少将滋干之母,谷崎润一郎,7.9,1097
索拉利斯星·K星异客,(波)斯坦尼斯拉夫·莱姆,8.6,907
趁生命气息逗留,(美)罗杰·泽拉兹尼,8.8,1433
索拉力星,史坦尼斯勞．萊姆 Stanislaw Lem,8.5,38
Solaris,Stanislaw Lem,9.127777777777778,54
当代叙事学,华莱士·马丁,7.8,159
叙事话语 新叙事话语,热拉尔·热奈特,8.3,217
小说的兴起,[美] 伊恩·P. 瓦特,8.5,286
文学理论,[美] 勒内·韦勒克,8.9,1097
结尾的意义,（英）弗兰克・克默德,8.2,68
新批评,(美)约翰·克罗·兰色姆,7.9,133
十九世纪文学主流,勃兰兑斯,9.349751243781096,603
英美小说叙事理论研究,申丹,8.5,126
朦胧的七种类型,[英] 威廉·燕卜荪,8.2,139
The Rhetoric of Fiction,Wayne C. Booth,9.0,34
幻兽之国,[菲]克尔比·罗萨内斯,9.1,41
神探狗狗1,[美] 戴夫·皮尔奇,9.1,299
漫画神话：混乱之子,[法] 维维亚娜·柯尼希  编,7.7,25
最後的巨人,"法蘭斯瓦．普拉斯 Place, Francois (François Place)",9.2,37
剑桥二十世纪政治思想史,[美] 特伦斯·鲍尔,8.6,81
剑桥希腊罗马政治思想史,[英]克里斯托弗·罗,7.9,53
世界帝国史,[美] 简·伯班克,7.4,51
十八世纪英国的大众政治,(英) 狄金森,7.8,37
代数的历史,德比希,8.4,118
完美的证明,[美] 玛莎·葛森,7.5,107
古今数学思想,[美] 莫里斯·克莱因,9.160513282305267,2221
难以企及的人物,蔡天新,7.6,215
数学那些事儿,William Dunham,8.5,357
数学：确定性的丧失,[美] M·克莱因,8.7,1805
微积分的历程,William Dunham,8.9,519
脚注趣史,【美】安东尼·格拉夫敦,8.0,217
动物的朋友圈,[瑞士]埃德里安娜·巴尔曼,8.6,229
异乡异客,罗伯特.海因莱因,8.1,1540
坟场之书,[英] 尼尔·盖曼,8.321625163827,3052
垂暮之战,（美）约翰·斯卡尔齐,7.8,1510
怒火重燃,[英] 理查德·摩根,7.7,95
Everyman,Philip Roth,8.1,53
一千零一夜,民间故事,8.691374288074428,46002
我的心略大于整个宇宙,[葡萄牙] 费尔南多·佩索阿,5.7,955
烟花散尽,【英】莎拉.杜楠特,7.142954545454546,440
山楂林的故事,梅芙·宾奇,8.3,180
维纳斯的诞生,杜楠特,7.486764705882352,1156
倒转地极,克莱夫·卡斯勒,6.410791366906475,139
隋亂３,酒徒,8.8,18
如果你爱我比较深,[英国] 王尔德,8.1,1031
异乡人的国度,[南非] J.M.库切,8.3,318
奥斯卡·王尔德传,[美] 理查德·艾尔曼,8.7,188
博尔赫斯谈诗论艺,[阿根廷] 豪尔斯·博尔赫斯 著,8.816105263157896,950
独抒己见,(美)弗拉基米尔·纳博科夫,8.388123515439428,842
二十世纪台湾诗选,奚密（编）,8.6,54
石涛研究,朱良志,7.9,35
时代的喧嚣,（俄）曼德尔施塔姆,8.9,132
未完的对话,[英]以赛亚·伯林,8.5,63
功利主义,[英]约翰·穆勒,8.468198395331875,1371
论李维,（意）尼科洛・马基雅维里,8.766375545851528,458
论宗教宽容,[英] 洛克,8.1,346
古代法,亨利·萨姆奈·梅因,8.6,99
代议制政府,[英]J.S.密尔,8.7,521
正义的理念,阿马蒂亚·森,8.3,23
The Moon And Sixpence,W. Somerset  Maugham,9.1,642
The Summing Up,W. Somerset  Maugham,8.7,67
绿衣亨利,（瑞士）凯勒,8.8,33
奥吉·马奇历险记,[美] 索尔·贝娄,8.668773234200742,269
老妇还乡,[瑞士] 迪伦马特,9.219089834515367,1692
面向思的事情,[德] 马丁·海德格尔,9.2,42
奇人录,尼·列斯科夫,8.810982658959537,173
塞西丽娅·巴尔德斯,[古巴]西里洛·维亚贝尔德,9.5,11
十三天—古巴导弹危机回忆录,Robert F.Kennedy,7.9,87
尼克松回忆录,尼克松,8.2,74
六七暴動,張家偉,8.3,64
腓力二世的大战略,【美】杰弗里帕克,7.8,33
使日十年1932-1942,[美]约瑟夫-C-格鲁,8.6,31
媒介与权势,哈柏斯塔姆,7.9,140
美国、俄国和冷战,[美] 沃尔特·拉费伯尔,8.2,264
真正的战争,[美] 理查德·尼克松(Richard Nixon),9.0,22
华盛顿选集,乔治·华盛顿,8.2,16
驴皮记,巴尔扎克,8.19939393939394,495
惊马奔逃,马丁·瓦尔泽,8.308235294117647,255
基度山恩仇记,大仲马,9.3,2337
In the Kingdom of Ice,Hampton Sides,9.2,20
I Contain Multitudes,Ed Yong,8.1,48
The Emperor of All Maladies,Siddhartha Mukherjee,9.5,372
Homo Deus,Yuval Noah Harari,8.8,568
The Evolution of Beauty,Richard O. Prum,8.5,40
The Elements of Eloquence,Mark Forsyth,9.3,33
Sapiens,Yuval Noah Harari,8.9,1306
Do No Harm,Henry Marsh,8.9,86
大灭绝时代,[美] 伊丽莎白·科尔伯特,8.8,1928
第六次大滅絕,Elizabeth Kolbert 伊麗莎白‧寇伯特,8.9,46
玫瑰之名,[意] 昂贝托·埃科,8.6,718
Foucault&#39;s Pendulum,Umberto Eco,9.2,36
傅科擺,安伯托•艾可著，謝瑤玲譯,8.3,64
川端康成掌小说全集,（日）川端康成,8.7,258
日兮月兮・浅草红团,（日）川端康成,8.3,209
名人・舞姬,（日）川端康成,8.3,175
美的存在与发现,（日）川端康成,8.7,153
独影自命,（日）川端康成,7.937229437229437,231
新爱洛伊丝,(法)卢梭,8.0,74
美国悲剧,(美)德莱塞,7.3,79
莎士比亚十四行诗,[英] 莎士比亚,8.5,76
俊友,[法] 莫泊桑,8.0,141
萨朗波,[法] 福楼拜,8.183732057416268,209
忏悔录,[法] 卢梭,8.2,96
The Sorrows of Young Werther ,Johann Wolfgang von Goethe,8.8,128
青年艺术家的画像,[爱尔兰] 詹姆斯·乔伊斯,8.6,117
假面山庄,[日] 东野圭吾,7.6,13677
流星之絆,東野圭吾,7.7,1932
流星の絆,東野圭吾,7.848739495798319,714
云,[日]山村暮鸟/著,8.7,158
商禽詩全集,商禽,9.1,101
都柏林人 一个青年艺术家的肖像,(爱尔兰)乔伊斯,8.5,422
九故事,（美）J.D.塞林格,8.595918779674715,9899
短篇小说全集,海明威,8.95859564164649,413
暗铺街,[法国] 帕特里克·莫迪亚诺,8.1,715
怪诞故事集,[意] 伊塔洛·卡尔维诺 编,8.3,175
校园秘史,[美] 唐娜·塔特,8.4,520
骨钟,[英] 大卫·米切尔,8.1,203
石泉城,(美)理查德·福特,8.3,854
我们生活的故事,[美] 马克·斯特兰德,8.6,749
英国病人,[加拿大] 迈克尔·翁达杰,8.546326462765958,6016
美好的事物无法久存,[美] 罗恩·拉什,8.1,917
炽焰燃烧,(美) 罗恩·拉什,8.8,1285
刻小说的人,比目鱼,7.9,1146
冬天里的夏日印象,（俄）陀思妥耶夫斯基,8.4,92
中短篇小说选,[俄] 陀思妥耶夫斯基,9.102671755725192,262
书信选,（俄）陀思妥耶夫斯基（Ф.М.Достоевский）,8.9,45
陀思妥耶夫斯基传,(苏)尤·谢列兹涅夫,8.3,82
被侮辱与被损害的人,陀思妥耶夫斯基,8.830467955239065,1966
Lady Susan,Jane Austen,7.4,51
Dracula,Bram Stoker,8.0,197
爱玛,[英]简·奥斯丁,7.886633416458852,8020
最后的对话 Ⅱ,[阿根廷] 豪尔赫·路易斯·博尔赫斯,8.6,217
最后的对话 Ⅰ,[阿根廷] 豪尔赫·路易斯·博尔赫斯,8.4,336
海洋史上的近代中国,村上卫,8.3,51
大屠杀：巴黎公社生与死,约翰·梅里曼,7.3,39
泰国华人社会,施坚雅(G. William Skinner),8.8,31
日本社会的历史,[日本]网野善彦,7.8,33
东南亚的印度化国家,[法]G.赛代斯,8.3,59
艰难时世下的政治,[美] 彼得·古勒维奇,8.6,51
新地理,（美）乔尔·科特金,7.2,48
统治史,[英]塞缪尔•E•芬纳,8.4,104
中古中国的寡头政治,[美]姜士彬（David G. Johnson）,7.9,178
勃洛克抒情诗选,（俄罗斯）勃洛克,8.1,136
愁容童子,大江健三郎,7.9,176
有顶天家族,[日] 森见登美彦,8.509223623092236,4521
猫的事务所,[日] 宫泽贤治,8.2,733
兔子屋的秘密,安房直子,8.836236647493838,1217
日下书,李长声,7.5,740
亚瑟王之死,[英]托马斯.马洛礼,7.9,257
放翁词编年笺注,陆游,8.704761904761904,84
琅嬛文集,【明】張岱 著,9.131578947368421,76
韦庄集笺注,[五代] 韦庄 著,8.9,131
李商隐诗集疏注,叶葱奇 疏注,9.2,30
韩昌黎文集校注,韩愈,9.5,36
Little Dorrit,Charles Dickens,8.8,59
Watership Down,Richard Adams,9.2,69
世界博览会,E.L.多克托罗,8.2,63
唐集叙录,万曼,9.119148936170212,47
午梦堂集,[明] 叶绍袁  原编,9.21,60
文史通义校注,章学诚  著,9.3740350877193,285
文选学,骆鸿凯,9.076271186440678,59
照隅室古典文学论集,郭绍虞,9.228571428571428,35
玉台新咏汇校,吴冠文,7.8,20
郑堂读书记,[清]周中孚,9.0,16
敦煌俗字研究,张涌泉,9.2,17
唐五代韵书集存,周祖谟,10.0,17
王子复仇记,莎士比亚,8.1,339
小公子,白涅德夫人,8.6,500
王子与贫儿,（美）马克·吐温,8.3,371
孤女努力记,[法]耶克特·马洛 原著,8.6,397
爱的教育,亚米契斯,8.151529449186237,18863
小公主,[美] 弗朗西斯·霍奇森·伯内特,9.0,1158
铁假面具,大仲马,8.2,206
后汉书,范晔,9.228930232558138,1075
智囊全集,冯梦龙,8.7,505
戰國策,[西漢] 劉向 集錄,9.1,191
The Girl Who Played with Fire,Stieg Larsson,8.7,472
The Girl Who Kicked the Hornet&#39;s Nest,Stieg Larsson,8.829829545454546,352
Catching Fire,Suzanne Collins,7.8,885
The Hunger Games,Suzanne Collins,7.893933906745134,2209
The Casual Vacancy,J.K. Rowling,7.6,365
Mockingjay,Suzanne Collins,7.0,799
龙文身的女孩,[瑞典] 斯蒂格·拉森,8.510565840027942,11452
龍紋身的女孩,Stieg Larsson,8.4,3671
虚拟街头漂流记,宠物先生,8.0,652
雨夜庄谋杀案,林斯谚,7.2,421
芭提雅血咒,林斯谚,7.2,138
尼罗河魅影之谜,林斯谚,7.1,138
快递幸福不是我的工作,不蓝灯,6.7,197
大黄蜂奇航,【英】肯·福莱特,7.5,326
燃烧的密码,[英]肯·福莱特,7.2,359
鹰翼行动,[英] 肯·福莱特,6.9,186
飞剪号奇航,[英] 肯·福莱特,7.8,467
帝国英雄,[美] 坎蒂丝·米勒德,8.0,243
斯大林的战争,[英]杰弗里·罗伯茨 (Geofrey Roberts),7.3,86
亢奋战,[德] 诺曼·奥勒,8.4,739
成功心理学,[美] 丹尼斯‧韦特利,8.5,938
心流,[美] 米哈里·契克森米哈赖,8.3,4957
非暴力沟通,[美] 马歇尔·卢森堡,8.406047012381125,33438
坚毅,[美]安杰拉•达克沃思,7.8,690
掌控习惯,【美】詹姆斯·克利尔（James Clear）,8.5,1449
天才假象,[英] 马修·萨伊德,7.7,220
